TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED
Bradley,MVC,35,18,102.8,101.9,0.5244,48.3,51,17.8,21.7,30.3,31.7,29.9,35.3,48.5,49.7,31.9,35.4,66.9,-7.5,NA,NA
Stanford,P12,34,19,109.1,94.1,0.8448,47.5,46.8,17.3,19.2,32.1,28.5,33.4,33.7,44.3,45.7,35.9,33.3,68.2,-2.2,NA,NA
North Carolina Central,MEAC,28,19,96.3,96.4,0.4973,49.3,45.6,23,22.9,30.6,31.1,45.5,38.8,48.8,45.7,33.6,30.4,64.3,-5.2,NA,NA
Murray St.,OVC,29,19,103,102,0.5285,52.4,48.1,20.5,20.2,32.5,31.8,39,33.5,52.2,47,35.1,33.5,66.3,-5,NA,NA
East Carolina,CUSA,30,19,107.3,102.8,0.6192,51.4,48.9,18.2,18.8,28.3,35.2,39.9,33.5,50.9,48.3,34.9,33.7,68.7,-5.2,NA,NA
LSU,SEC,31,19,105.4,97.4,0.7142,49.2,47,20.5,21.6,34.4,34.8,33.4,38,46.9,46.9,35.6,31.5,69.3,-2.5,NA,NA
Bryant,NEC,31,19,107.6,108,0.4886,54.4,51.8,19.2,17.6,30.5,29.7,37,30.2,54.9,51.1,35.6,35.2,66.5,-6.4,NA,NA
Wagner,NEC,31,19,95.3,98,0.4196,47.5,46.9,21.9,22,35,30.5,40.3,41.8,47.5,44,31.7,35,67,-7.1,NA,NA
Elon,SC,31,19,97.2,100.8,0.3966,49.2,46.8,17.4,19.1,26.4,30.1,29.2,36.5,48,43.2,34,36.8,66.2,-6.6,NA,NA
Arkansas,SEC,32,19,105.3,95.1,0.7643,48.4,49.2,16.3,24.6,31.7,33.5,35.1,44.4,50,46.9,30,35.9,71.2,-2.4,NA,NA
Houston,CUSA,32,19,106,106,0.5013,51.3,48.7,18.3,17.9,33.4,31.4,39.4,33.7,50.3,49.2,35.9,31.8,70.4,-7.5,NA,NA
Niagara,MAAC,33,19,105.2,102.6,0.5734,48.3,51.7,16.4,22.5,32.5,33,38,40.6,47.9,50,32.7,36.5,69.4,-6.9,NA,NA
UT Arlington,WAC,33,19,96.8,96.7,0.5007,46.4,45.8,22.1,22.8,36.2,31.1,36.4,43.9,44.3,44.3,34.2,31.9,66.9,-6.6,NA,NA
Delaware,CAA,33,19,102.4,102.5,0.4976,46.3,46.5,18.7,15.9,33.1,32,42,33,46.2,44.2,30.9,34.4,67.5,-6.1,NA,NA
Providence,BE,34,19,106.8,95.2,0.7905,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33,45.7,46.9,31,29.7,66.1,-2.7,NA,NA
Richmond,A10,34,19,109.2,98.9,0.7562,52.5,49.1,18.6,22.8,27,35.8,43.2,43,49.4,48.4,37.8,33.9,64,-4,NA,NA
Oral Roberts,Slnd,34,19,104.5,102.1,0.5647,49.9,49.3,20.5,18.7,35.9,31.4,38,27.5,49.3,47.8,34.5,35.4,66.3,-8,NA,NA
Tulane,CUSA,34,19,105.8,103.9,0.5526,47.7,51.6,19,20.6,35.5,27.7,46.7,33.5,45.2,52.3,35,33.7,65.2,-7.7,NA,NA
Rider,MAAC,34,19,96.2,96.8,0.4807,49.1,45.5,23.3,20.9,30.6,31.8,39.4,38.3,47.7,46.6,34.5,28.8,66.4,-7.8,NA,NA
UC Irvine,BW,35,19,98.8,97.9,0.5243,48,44.2,18.6,16.3,30.4,31.2,30.2,37.9,47.4,42.5,32.8,32.3,66.3,-8.2,NA,NA
Fairfield,MAAC,35,19,95.3,94.6,0.521,47.7,44.4,21.5,21.6,33.5,32.2,28.9,45.6,47.8,43.2,31.6,32,61.9,-8.4,NA,NA
Connecticut,BE,30,20,108.7,93.9,0.8425,50,45.3,18.2,20.1,28.5,36,36.9,31,49.5,44.4,34,31.5,65.3,1.5,NA,NA
Western Illinois,Sum,29,20,94.3,96,0.451,51.6,45.8,19.4,19.4,24.7,27.4,39.8,28.3,48.9,43.2,38.7,34.2,58,-4.5,NA,NA
Lehigh,Pat,30,20,106.5,100.4,0.6637,53,47.6,16.4,20.4,26.9,34,36.4,28.6,49.8,49.2,39.4,29.8,67.4,-3.4,NA,NA
Utah St.,WAC,30,20,106.5,102.8,0.6007,52,47.8,20.9,15,37.4,27,40.5,30.7,51.6,46,35.3,33.8,61.8,-4.2,NA,NA
Tennessee,SEC,33,20,108.3,96.7,0.7856,47.9,46.2,20.1,17.4,36.5,28.8,42.2,34.4,48.2,45.6,31.6,31.9,63.5,-0.9,NA,NA
Northeastern,CAA,33,20,103.4,105.9,0.4313,51,52.2,19.8,22.3,31.4,35.7,38.8,29.1,48.3,53.4,37.1,33.2,63.9,-6.8,NA,NA
Northern Iowa,MVC,34,20,104,94.6,0.7476,51.1,48.8,19,19.7,24.6,26.5,33.2,25.1,48.6,47.7,36.4,34.1,62.9,-2.7,NA,NA
Canisius,MAAC,34,20,109.1,104.3,0.6247,52.7,50.4,19.6,19.8,34.8,33.1,34.3,32.4,48.9,50.4,38.6,33.6,66.5,-5.8,NA,NA
Kent St.,MAC,34,20,106.6,102.1,0.6221,48.8,48.5,18.9,20.8,34.5,33.2,43.8,41.3,46.3,49.5,35.8,31,66.9,-6.8,NA,NA
Evansville,MVC,35,20,104.8,96.2,0.7293,48.5,50.7,16.9,21.5,29.3,29.3,31.1,34.4,46,49.7,36.7,35.2,66.1,-4.6,NA,NA
Kentucky,SEC,33,21,109.7,96.7,0.81,52.6,43.9,19.4,17.6,34.7,31.2,41.7,30.2,52.9,42,34.6,32.4,67.5,-0.2,NA,NA
Massachusetts,A10,33,21,106.7,97.4,0.7409,49.5,47.4,20.3,18.9,32.4,32.6,35.8,35,48.9,46.9,33.6,32.4,71.2,-1,NA,NA
Charlotte,A10,33,21,99.8,96.1,0.6092,47.1,46.9,22.3,20.2,36.5,31.1,44.8,39.3,49.2,45.3,26.8,33.3,67.8,-1.6,NA,NA
Vermont,AE,33,21,101.8,99.2,0.5741,48.6,46.7,20.6,20.6,34.3,28.8,44.8,33.8,48.7,45.3,32.2,32.7,62.3,-6,NA,NA
Norfolk St.,MEAC,33,21,94.3,97.6,0.4032,46.2,44.9,21.1,22,33.7,36,40,38.5,45.2,45.3,32.5,29.3,68.5,-6.2,NA,NA
Western Michigan,MAC,34,21,99.8,99.8,0.4998,48.2,46.9,22.3,19.1,35.6,29.1,45.8,35.5,48.2,44.4,32,34.5,66,-6.1,NA,NA
Denver,WAC,32,22,109,94.8,0.8338,56.2,47.3,18.6,26.2,22.7,34.1,31.2,41,56.1,46.5,37.5,33.1,59.1,-2.7,NA,NA
Baylor,B12,36,22,112.4,95.3,0.8698,51.6,45.7,17.2,18.7,33.5,32.8,36.3,33.3,51.1,44.7,34.9,32.2,67.6,-2.5,NA,NA
North Dakota St.,Sum,32,22,102.1,94.2,0.7167,52.8,44.4,18.1,18.1,30,25.1,28.4,35.4,52.3,42.3,35.8,32.4,60.8,-3.6,NA,NA
Mercer,ASun,34,22,102.3,98.6,0.6042,50.3,46.7,19.5,21.8,29.6,32.6,35.6,40.3,48.4,43.7,35.4,34.5,62.8,-5.6,NA,NA
Alabama,SEC,35,22,102.6,89.7,0.8243,47.9,45.7,19.9,22.6,32,32.9,33.9,32.7,47.1,45.2,33,31.3,61.7,-1.5,NA,NA
Arizona St.,P12,35,22,107.5,96.3,0.7798,52.3,46.4,18.5,18.1,28.3,30,35.9,26.6,52.5,44.5,34.6,33.7,66.2,-1.7,NA,NA
Wright St.,Horz,35,22,96.2,91.6,0.6391,49.5,46.8,20.3,24.3,26.4,29.1,33,43.5,48.4,47.3,34.6,30.5,63.2,-5.9,NA,NA
George Mason,CAA,38,22,102.4,98.3,0.6157,48.5,47.3,20.3,21.8,34.7,33.4,35.3,44.5,47.1,45.8,34.6,33.3,67,-7.8,NA,NA
Virginia,ACC,35,23,107.4,90.3,0.8798,51.6,44.1,18.2,20.9,28.3,27.9,31.6,31.8,48.9,42.7,38.5,31.2,60.7,-1.5,NA,NA
Stephen F. Austin,Slnd,28,23,98,88.7,0.7582,50.5,42.2,20.5,22.6,34.1,25.9,40.4,35.5,50.9,41.4,32.8,29.7,60.8,-0.5,NA,NA
Eastern Kentucky,OVC,33,23,108.4,103.7,0.6242,54,51.2,17.9,25.5,27.9,38,34.8,43.7,55.4,53.3,35,31.5,65.1,-4,NA,NA
BYU,WCC,35,23,109.1,95.8,0.8165,50.2,48.1,17,19.3,32.8,27.7,36,37.6,50.2,47.1,33.5,33.3,71.4,-2.5,NA,NA
Loyola MD,MAAC,35,23,102.3,98.5,0.6086,46.9,45.8,18.4,20.9,37.1,35.9,41,42.4,47.6,46.2,29.9,30,63.7,-4.9,NA,NA
Iowa,B10,37,24,109.1,90.5,0.8959,46.4,44,18.6,19.7,36.6,30.8,40.8,31.2,47.1,43.7,29.9,29.7,67.7,0.1,NA,NA
Stony Brook,AE,32,24,104.3,93.2,0.7849,49.6,44.1,18.3,20.5,31.9,27.4,37.7,26.7,48.1,42.4,35.4,31.2,64.3,-2,NA,NA
Ohio,MAC,34,24,105,95.4,0.7511,53.6,47.5,18.5,25.5,27.4,34.4,31.3,45.9,54.3,46.5,35.1,33.1,67.9,-2.5,NA,NA
College of Charleston,SC,34,24,101.4,98.7,0.5768,50.2,45,20.6,15.5,33.3,27.2,38.5,26.9,49.4,45,34.5,30,64.4,-3.8,NA,NA
Robert Morris,NEC,35,24,103.8,99.9,0.6071,51,50.6,19.2,24.6,31,32.5,37,46,46.7,51.1,38.1,33.2,64.8,-5.9,NA,NA
Santa Clara,WCC,36,24,108.8,98.2,0.7652,50.7,47.5,18.3,21.1,32.8,33.4,37,42,48.9,45.8,35.8,34.3,68.5,-3.3,NA,NA
Maryland,ACC,38,25,106.1,92.7,0.8254,51.6,43.6,22.2,15.7,36.9,27.9,34.5,29.7,51.9,42.7,33.9,30.3,67.2,-1.3,NA,NA
Southern Miss,CUSA,35,25,109.4,96.5,0.8082,53.1,48.5,22,24.3,38,31.7,36.5,40.6,51.8,47.8,37.4,32.9,64.8,-0.6,NA,NA
Louisiana Tech,WAC,33,26,98.9,92.6,0.6808,46.5,45.1,17.7,24.6,33.8,33.6,35.5,36.2,45.7,45.3,31.9,29.6,70.4,-1,NA,NA
Weber St.,BSky,35,28,107.3,97.5,0.7501,56,44.4,18.7,16.6,29.6,25.3,39.6,33.6,53.7,44.7,40.6,28.9,65.2,-2.7,NA,NA
Maryland Eastern Shore,MEAC,28,2,85.2,111,0.0456,39.8,53.7,23.5,21.4,34.9,34,35.3,33.2,39.3,53.4,27.2,36.3,64.8,-21.3,NA,NA
Binghamton,AE,29,2,85.2,107.7,0.0632,41.8,51.4,23.2,16.8,26.5,30.3,33.6,31.4,41.3,49.8,28.6,35.9,66.4,-21.7,NA,NA
Kennesaw St.,ASun,30,3,90.4,110,0.0944,44.7,55.5,21,21.3,30.7,33.1,37.4,47.6,44.4,54.7,30.3,38.2,64.4,-22,NA,NA
Lamar,Slnd,31,3,83.3,110.2,0.0385,42.4,50.3,25.5,16,32.4,34.4,31.5,29,42,48.9,30.3,35.8,70.3,-21.4,NA,NA
New Orleans,ind,22,4,86.6,112.1,0.049,44.9,54,24.4,21.2,27.4,36.6,38.8,41.5,46.1,52.7,27.1,38.1,71.1,-14.9,NA,NA
Louisiana Monroe,SB,27,4,90.9,109.4,0.106,48.4,53.5,24.1,21.9,27.3,34.1,31.5,39.6,46.6,53.1,34.8,36.2,66.1,-18,NA,NA
UC Riverside,BW,28,4,87.4,101.6,0.1507,45.3,50.5,22.6,18.1,30.7,27.4,32.5,32.7,46.3,47.5,28.7,36.9,63.1,-19.8,NA,NA
South Carolina St.,MEAC,28,4,90.4,111.5,0.0815,42.2,49.9,22.8,18.6,35.6,37.5,27.3,36.4,42.5,49.4,27.5,33.9,65.5,-19.3,NA,NA
Rice,CUSA,29,4,95.1,110.7,0.1481,46.9,55.3,16.7,21,19.2,36.6,28.2,46.7,44.5,55.5,33.4,36.7,62.8,-18.9,NA,NA
Northern Illinois,MAC,29,4,83.7,101.1,0.1029,39.7,50.1,23.3,22.4,33.2,29.6,35.8,51.9,38.8,49.5,27.8,34.1,62.5,-19.7,NA,NA
IUPUI,Sum,30,4,95.4,115.7,0.0974,50.5,55.9,18.8,16.9,22.1,33.7,24.2,31.6,48.6,54.5,36.1,39.2,66.2,-20,NA,NA
Texas A&M Corpus Chris,Slnd,28,5,94.6,109.7,0.1547,45.4,51,18.8,19.1,29.8,34.6,32.2,47.4,45.2,49.3,30.5,36.2,62.5,-17.5,NA,NA
Mississippi Valley St.,SWAC,28,5,88.8,111.3,0.0696,42.2,51.5,21.5,22.2,31.6,37.5,39.5,43.1,40.5,50.9,30.3,35.4,70.6,-18.3,NA,NA
Idaho St.,BSky,29,5,90.5,107,0.1276,46.2,52.1,19.5,20.8,24.5,34.3,37.5,34.6,45.7,49.7,31.4,37.4,60.3,-19.5,NA,NA
St. Francis PA,NEC,29,5,92.1,111.2,0.1032,48.2,53,22,19.1,27.6,34.7,31.6,39.9,45.7,51.4,34.8,37.5,63.4,-19.2,NA,NA
Presbyterian,BSth,29,5,93.3,116.5,0.0719,48.9,53.8,20.8,16.4,22.7,35.3,26.4,34.7,47.4,51.1,34.5,39.4,62.3,-18.9,NA,NA
Furman,SC,29,5,90.4,113.5,0.0686,45.8,52.6,22.7,17.2,28.4,33.5,35.3,29.2,44,50.3,32.6,38.6,64.9,-20,NA,NA
Old Dominion,CAA,30,5,97.7,106.6,0.269,44.9,52.3,20.7,20.4,38.8,33.1,34.6,39.2,46.6,48.8,27.3,39.1,66.8,-20,NA,NA
Portland St.,BSky,26,6,100.7,117.7,0.143,49.7,53.9,18.2,17.2,31.1,32.8,31.9,33.3,47.6,53.4,37.2,36.9,65,-16.1,NA,NA
The Citadel,SC,28,6,96.7,118.7,0.0868,50.5,55,23.9,18,30.9,36.2,37.8,28.8,48.9,53.6,35.9,38.2,65.4,-18,NA,NA
Austin Peay,OVC,29,6,96.7,110.2,0.183,51.7,52,23.2,18.1,28.9,35.3,37.4,29.3,48.8,51.8,38.1,34.9,69.2,-18.5,NA,NA
Florida A&M,MEAC,29,6,88.6,106.5,0.1078,43,50.5,22.5,22.7,31.6,37.4,32.7,42.2,41.9,49.3,30.3,35.4,69.6,-18.4,NA,NA
Howard,MEAC,29,6,81.2,101.1,0.075,39.2,47.3,23.9,22.9,35.1,34.3,34.1,37,39.9,45.8,24.9,33.3,62.4,-17.7,NA,NA
Fordham,A10,30,6,98.6,105.7,0.3112,45,51.1,22.9,16.3,36.1,32.5,32.6,45.1,44.2,50,31.3,35.6,68.8,-13.2,NA,NA
Milwaukee,Horz,30,6,93.7,106.5,0.1871,44.6,50.5,21.5,17.6,29,35,36.1,30.2,43.5,51.1,30.8,32.7,65.9,-17.4,NA,NA
Hofstra,CAA,31,6,88.1,100,0.189,42,48.9,22.2,20.6,34.3,34.9,39.3,36.7,41.6,50,28.7,31,64.9,-19.7,NA,NA
Longwood,BSth,31,6,93.5,114.2,0.091,48.3,54.4,22.7,18.4,28.8,34.6,30.5,34.7,48.3,53.1,32.1,38.3,70.7,-19.5,NA,NA
SIU Edwardsville,OVC,25,7,90.4,106.4,0.1338,47.7,51.6,21.7,21.1,28.5,32,32.8,36.9,44.6,52.6,36.4,33,66.2,-13.8,NA,NA
Tennessee Martin,OVC,28,7,91.9,112.9,0.0861,43.3,53.5,21.1,19.3,32.3,32.7,37.7,44.9,40.9,53.3,32.7,35.9,68.4,-16,NA,NA
Seattle,WAC,29,7,92.5,97.1,0.3642,47.1,46.7,25.5,19.8,36.7,29.9,28.8,42.7,46.5,45.9,32.2,32.1,70.1,-16.2,NA,NA
UNC Greensboro,SC,29,7,96.1,106.4,0.2357,47,50.2,17.8,19.2,29.2,28.1,33.7,51.9,45,48.2,33.8,36.2,71.8,-18,NA,NA
Chicago St.,GWC,29,7,90.6,102.1,0.2017,44.4,50.5,21.2,23.5,30.1,33.9,24.6,48.1,41.9,48.6,32.6,36,67.1,-15.7,NA,NA
UMBC,AE,30,7,94.8,107.4,0.1909,46.6,51.2,21.3,20.2,28.7,32.9,30.1,44,44.2,53.8,33.9,30.9,67.7,-17.6,NA,NA
Navy,Pat,30,7,87.7,102.8,0.1392,44.1,49.6,18.5,21.6,25.8,34,27.9,38.4,42.2,50.7,32.1,31.9,61,-18.2,NA,NA
Coppin St.,MEAC,31,7,92.1,106.5,0.1582,42.6,50.1,21,23.3,29,39.2,31.2,37.1,39.6,53.4,31.2,29.6,68.7,-18,NA,NA
UMKC,Sum,31,7,91.6,106.4,0.1521,47.4,54.5,23,19.3,29.1,30.5,30.3,42.3,45.9,52,33.5,40.1,65,-17.6,NA,NA
Fairleigh Dickinson,NEC,31,7,92.1,112.8,0.0887,48.9,52.6,22.5,17.5,26.2,38.5,35.2,35.7,47.2,51.7,35,36.3,68.7,-18.6,NA,NA
Dartmouth,Ivy,27,8,95.1,105.3,0.2359,45.5,50.7,20.5,21,28.4,30.9,33.4,43.1,43.5,49.5,33.3,35.5,64.6,-14.1,NA,NA
New Hampshire,AE,28,8,90.9,100.3,0.2435,43.9,45.8,18.6,18.8,28.1,30.5,34.7,36.3,42.9,47.5,30.5,27.9,64.3,-15,NA,NA
South Dakota,Sum,28,8,101.4,112.1,0.2403,50.8,53.3,17.9,15.7,24.2,31.9,37.4,26,48.2,51.3,37.1,38,67.8,-14.1,NA,NA
San Jose St.,WAC,28,8,88.1,102.4,0.1511,41.1,48.7,20.2,19,33.3,31.9,36.7,34.2,40.1,48.1,28.9,33.5,67.2,-14.4,NA,NA
Rhode Island,A10,29,8,99.9,99.4,0.5163,46,48.7,18.8,19.6,28.4,35.5,35.9,40,44.6,47.5,32.2,34.2,63.2,-11.6,NA,NA
Duquesne,A10,30,8,98.9,104.6,0.3459,47.9,51.5,20.8,17.3,30.9,33.2,31.7,32.8,45.9,48.7,33.8,37.9,69.3,-12.5,NA,NA
Miami OH,MAC,30,8,97.1,103.5,0.323,48.2,54,21.9,23.1,27.5,34.1,36,37.6,48,52.7,32.4,37.5,65.8,-14.5,NA,NA
Siena,MAAC,32,8,94.1,106.1,0.2023,46.1,48.7,23.7,17,33,34.5,38.1,27.7,43.8,48.2,33.7,33.1,64.1,-18.4,NA,NA
Fresno St.,MWC,28,9,98.1,92.6,0.6606,43.5,45.4,18.5,20.2,29.2,34.9,37.3,47.1,39.9,46.7,33.7,28.1,62.2,-8.8,NA,NA
UC Santa Barbara,BW,29,9,95,101.6,0.3176,48.8,49.1,22.4,18.1,31,32.2,30.1,38.2,46.9,45.3,34.2,37.3,64,-13.3,NA,NA
UNC Wilmington,CAA,29,9,95.9,106.6,0.2288,46.6,50.2,21.4,17.5,31.5,32.8,36.7,38,45.1,50.3,33.5,33.3,66.7,-14.5,NA,NA
Sacred Heart,NEC,29,9,98.1,110.1,0.2094,49.8,51.2,21.9,18.1,33.2,35.6,32.2,38.2,48.4,49.1,35.2,37.1,68.4,-14.6,NA,NA
Southern Utah,BSky,29,9,91,104.6,0.167,44.4,48.6,21.9,17.2,32,27.8,36.8,57,42.9,47.1,32.2,35.1,69.7,-15.7,NA,NA
Alabama A&M,SWAC,29,9,89.2,111.1,0.074,43.8,49.8,21,17.4,31.8,31.9,36.9,36,43.9,48.8,28.9,34.9,66.1,-16,NA,NA
Portland,WCC,30,9,93.5,101.1,0.2881,44,49.6,23.3,17.9,33.7,31,36.1,35.8,43.2,47.7,31,35.7,65.4,-11.7,NA,NA
Saint Peter's,MAAC,30,9,92.1,102.5,0.2259,45.8,50.1,20,22,30.3,32.5,30.3,41.7,44.1,49,33.6,35,63.7,-15.8,NA,NA
Nicholls St.,Slnd,30,9,97.1,109.6,0.1999,48.7,52.1,20.2,20.9,30.1,35.1,40,39.3,50.1,51.1,30.5,36.5,67.2,-15.4,NA,NA
Missouri St.,MVC,31,9,100,102.7,0.4235,44.9,51.9,16.8,19.5,25.8,31.7,34.4,37.9,45.8,52.5,28.8,33.9,61,-12.1,NA,NA
Penn,Ivy,31,9,93.3,100.2,0.3071,47.7,47.8,23.5,21.4,26.8,32.9,34.4,44.9,46.1,45.8,34.3,34.4,68.4,-15.1,NA,NA
East Tennessee St.,ASun,31,9,92.6,109.4,0.1276,45.7,54.1,20,21.1,27.1,35.5,31.6,33.5,44.2,52.8,32.3,37.2,65.2,-15.5,NA,NA
Alabama St.,SWAC,31,9,91.1,110.1,0.1023,45.1,49.4,22,19.5,33.4,34.5,32.2,38,44.8,47.6,30.6,35.2,67,-17.2,NA,NA
Auburn,SEC,32,9,97,99.4,0.4298,46,49.7,19.7,19.8,29.2,29.9,35.3,43,45.7,48.3,31.1,34.5,67.1,-13.4,NA,NA
Alcorn St.,SWAC,32,9,85.4,101.2,0.1234,42.3,44.4,22.2,19.1,29.3,36,38.1,47,41.6,43.8,29.3,30.5,67.7,-16.7,NA,NA
Columbia,Ivy,26,10,98.7,101.9,0.4071,47.6,49.3,17.8,20.1,29,27,33.7,42.4,44.5,46.5,35.4,37.3,61.7,-11.7,NA,NA
Cal St. Bakersfield,ind,26,10,95.6,103.1,0.295,46.8,51.5,20.7,21.9,30.1,30.2,35.4,52.4,44.7,51.3,33.7,34.6,66.5,-10.4,NA,NA
Tennessee Tech,OVC,27,10,94.7,105.2,0.2301,46.9,51.2,24.2,21.5,35.3,34.6,38.2,45.8,47.3,51.2,30.8,34.1,65.6,-12.5,NA,NA
Pepperdine,WCC,28,10,97.6,101.8,0.3793,48.6,48.1,23,17.9,32.4,33.3,34.3,33.2,46.8,45.5,35.3,35.4,63.8,-10.7,NA,NA
Utah Valley,GWC,28,10,96.4,110.7,0.1693,49.6,50.5,18.9,17.3,25.7,30.1,30.5,27.4,50.3,50,32.1,34.4,64.5,-14.3,NA,NA
Maine,AE,29,10,95.8,103.6,0.2902,47.3,48.2,21.7,17.2,30.4,30.4,33.3,34.3,48.8,45.9,29.2,35.4,69.6,-13.9,NA,NA
Radford,BSth,29,10,90.2,101.7,0.2009,44.2,49,19.5,21.6,32.2,31.9,35.8,39.9,42.9,47,31.2,36.6,67.6,-15.6,NA,NA
Nebraska Omaha,Sum,29,10,98.4,116.9,0.1214,51.5,55.7,20.1,17.6,24.5,37.1,28.9,29.1,50.2,54.8,36.5,38.4,72.4,-13.4,NA,NA
Central Michigan,MAC,30,10,103.6,111,0.3107,48.3,55,19.8,19.8,30.9,33.1,39.4,34.8,47.1,54.2,33.2,37.7,65.6,-13.8,NA,NA
American,Pat,30,10,95.7,106.4,0.2266,47.3,51.3,20.2,15.6,28.5,27,30.9,27.9,43.8,45.7,36.2,41.1,59.9,-13.4,NA,NA
Penn St.,B10,31,10,101.5,97.8,0.6044,44.2,49.4,18.9,17.5,30.9,27.1,37.1,51.1,44.1,48,29.6,34.4,65.3,-7.4,NA,NA
Marist,MAAC,31,10,97,103.5,0.3219,48.4,49.9,20.8,18.9,27,33.1,39.6,32,46.6,47.6,34.6,36.8,68.3,-15.1,NA,NA
TCU,B12,31,10,92.7,99.9,0.2964,43.3,49.7,21.9,20.1,32,32.8,40.6,34.1,42.3,49,30.8,34.2,61.1,-11.2,NA,NA
Eastern Washington,BSky,31,10,96.4,107.8,0.2174,48.8,48.1,19.3,15.8,29.4,35.3,32,36.2,47,46.2,34.1,35.1,68.5,-16.7,NA,NA
Samford,SC,31,10,96.1,107.8,0.211,50.7,51.8,21.1,20,26.8,34.4,31.3,36.6,48.7,50.8,36.4,35.9,60.7,-15.3,NA,NA
Monmouth,NEC,31,10,90.7,103.6,0.1782,44.4,52.9,20.9,25.5,29.8,35.2,32.3,41.5,43.5,52.2,31,36,70.3,-15.4,NA,NA
Loyola Marymount,WCC,32,10,95.7,99.7,0.3854,44.6,51.4,20.1,20.9,32.7,32.4,34,40.4,42.6,48.7,32.6,37.5,64.8,-12.7,NA,NA
Mississippi St.,SEC,32,10,89.8,98,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50,28.4,33.2,68.1,-11.6,NA,NA
UTSA,WAC,32,10,97.7,107.5,0.2493,46.9,52.6,20.6,20.4,31,34.4,36.4,34.4,44.7,52.3,33.4,35.4,64.6,-15.7,NA,NA
Coastal Carolina,BSth,26,11,96,101.8,0.3356,47,49.6,21.7,22,37,30.6,35.8,39.1,46.8,47.7,31.6,34.8,65.1,-11.6,NA,NA
Northern Kentucky,ASun,27,11,95.9,103.3,0.2997,48.1,49.8,18.9,21,25.2,31.7,28.4,35.7,46.8,49.5,33.1,33.5,59.6,-12,NA,NA
Houston Baptist,GWC,27,11,85.7,102.4,0.1137,43.8,47.3,25,22.6,31.7,33,37.5,41.7,42.5,46.8,31.7,32.6,69,-12.7,NA,NA
Winthrop,BSth,28,11,94.3,103.9,0.2475,46.6,47.1,21.4,18.2,29.3,30.6,36.1,36.7,46.4,46.1,31.3,32.6,61.1,-12.5,NA,NA
VMI,BSth,28,11,100.5,112.3,0.2187,49.2,51.2,17.6,18.6,32,37.2,30.5,30.7,49.9,49.8,32.2,36.3,71.3,-13.7,NA,NA
Montana St.,BSky,28,11,98.8,113.2,0.1726,47.8,55.5,17,21.1,29.2,30.1,37.3,39.6,46.5,53.7,33.3,39.1,66.2,-13.8,NA,NA
Central Arkansas,Slnd,28,11,97,111.9,0.1622,47.9,50.7,19.8,19.4,33.4,36.6,29.6,40.8,46.4,49.6,34.2,35.7,72.6,-13,NA,NA
McNeese St.,Slnd,28,11,93.7,108.7,0.1541,44.9,48.8,17.9,19,31.8,37.8,30.3,35.8,43.9,48.6,31.9,32.8,64.3,-12.1,NA,NA
Idaho,WAC,29,11,108.3,111.6,0.4141,52.7,51.7,21.2,14.2,33.1,29.2,37.6,30.8,51.4,50.5,36.8,36,63.4,-11.6,NA,NA
Northern Colorado,BSky,29,11,100.8,108.5,0.3003,51.3,53,20.2,19,31.4,29.7,33.2,33.4,49.2,52.7,37.1,35.6,66.4,-13.3,NA,NA
Cleveland St.,Horz,29,11,97.9,107.6,0.2531,46.9,52.2,21.2,21.1,31.9,32.5,30.4,45.2,45.1,51.8,33.5,35.4,65.4,-11,NA,NA
Lipscomb,ASun,29,11,96.2,107.7,0.2142,46.7,51.8,23.2,18.6,35.7,32,44.6,44.9,46.5,52.6,31.5,33.8,70.7,-12.4,NA,NA
Southeastern Louisiana,Slnd,29,11,93.8,105.4,0.2079,45.6,49.6,19.5,18.4,26.4,32,36,42.8,42.1,46.1,35.5,39.7,66.3,-11.8,NA,NA
Jackson St.,SWAC,29,11,93.7,106.8,0.1817,44.5,50,18.2,20.9,27.4,35,38.4,39.3,43.2,51.3,31.2,31.5,68.6,-13.5,NA,NA
Nevada,MWC,30,11,103.1,104.3,0.4671,47.3,51.8,18.7,18.7,28.9,32,41.8,40.2,47.8,49.5,30.9,37.4,67,-9.2,NA,NA
Bowling Green,MAC,30,11,95.4,98.5,0.4087,46.6,48,19.9,20,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,64.1,-13.3,NA,NA
North Texas,SB,30,11,96,102.9,0.3104,44.4,47.8,20.7,18.5,33.6,32.8,41.5,34.3,44.9,45.3,28.6,35.7,66.9,-13.5,NA,NA
Campbell,BSth,30,11,96.1,110.1,0.174,48.2,51.6,20.1,20.2,32.7,34.6,30.8,39.2,48.7,52.2,31.2,33.5,66.3,-14.4,NA,NA
Chattanooga,SC,30,11,96.5,110.9,0.1682,46,53.5,20,18.5,33.9,27.8,43,32.6,45.9,51.4,30.8,37.6,67.7,-14.8,NA,NA
Texas Tech,B12,31,11,99.3,104,0.3703,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,68.2,-9.4,NA,NA
